comment_text,religion_creed,race_ethnicity,physical_disability,gender_sexualorientation,other
sama orang tolol gapunya pikiran,0,0,0,0,1
tolol dih,0,0,0,0,1
wkwkwkwk goblok njing,0,0,0,0,1
ya pokoknya lo goblok lo tolol,0,0,0,0,1
goblok amat lu kan bisa bayarin pop cornnya su,0,0,0,0,1
wkwk maksud lo apa jadinya goblok,0,0,0,0,1
otak goblok kontraktor yg ngerjain kl dana nya kurang bisa beli bahan yg super mahal kontraktor yg menjalankan jika dana anggaran nya di korup berlebihan mau jd yg berkwalitas gemana pakai bahan seadanya bangunan nya bagan dasar nya pakai barbel gemana gk cpt ancur gupernur bego,0,0,0,0,1
yang bodoh dan tolol itu anda udah tau anies gak becus kerja mau di dukung jd presiden otak mana otak lu jangan bejad permanen orang keturunan yaman tdk berhak jd presiden rakyat indonesia memilih capres pribumi asli bukan keturunan yaman sekelas gupernur bisa nya ganti nm jln,0,0,0,0,1
kau dah tahu dia macam mana tapi kau buat perangai yang sama  dasar tolol,0,0,0,0,1
kalu gatau jngan goblok iti buat jaga jaga di magelang,0,0,0,0,1
dan di tahun  masih aja ada orang yg heran sama orang yg merespon seperti itu kalau ada kasus pelecahan seksual mau tahun kapanpun sebagian rakyat indon tetap bakal memiliki pola pikir seperti itu karena udh tabiatnya kehidupan org berakal dan tolol itu berdampingan,0,0,0,0,1
wkwkwk kalo w dlu dimarahin grgr ga becus markir motor njir kek hah pekara itu gua dikatatolol bgt emng sii jadinya gerbang gabisa di tutup karna salah posisi motor lah gt hahhaa tapi kok pas sekarang diinget ngakak yak bjingan dahal dulu w sakid hatie bgt loc anj baperan,0,0,0,0,1
goblok bgt ada kecoaknya cok di dalem mobil fakkkkk,0,0,0,0,1
cewe nya tolol,0,0,0,0,1
kupikir manusia mentoknya cuma tolol ternyata ada yg kaya kon,0,0,0,0,1
ya memang maunya cuma ngewe doang dia,0,0,0,1,0
wkakakka bajingan,0,0,0,0,1
tolol momen ketika konci motor dimasukin ke bagasi,0,0,0,0,1
tolol adalah menyuruh orang lain membatasi pakaian agar tidak menjadi korban pelecehan seksual padahal yang salah adalah roh dan otak si pelakunya yang harusnya ditatar,0,0,0,1,0
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama hardsex bdsm,0,0,0,1,0
buka cd kamu ah kangen sama kontol kamu pegang kontol kamu jilat pangkalnya eumh ngh masukan palkonya sepong kuat,0,0,0,1,0
ex butuh lonte binal buat di jadiin budak kontol bbc yg suka di kasarin sama dikatain,0,0,0,1,0
tante saya mencari kepuasan ini kamu semalem berapa kontol aku sudah ngaceng ini lihat foto tante kamu sepong dong gila enak sekali kayaknya,0,0,0,1,0
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama horni,0,0,0,1,0
ya nanti tidak muat lagi di mulut kamu kontol saya besar rt mau phonesex tidak pesan langsung lah nope kamu iya biar aku sepong kontol kamu,0,0,0,1,0
haha kotoran mau tidak ini rt iya saja tidak apa apa tapi kamu sepong kontol om yopi iya rt ah mahal ben,0,0,0,1,0
sebentar saja sepong kontol aku rine sayang ah sebentar saja rt apa sih kamu udah sana san cont,0,0,0,1,0
hanya di indonesia anak yang tidak bisa matematika atau hitunghitungan dianggap goblok,0,0,1,0,0
sumpah tolol bgt sih,0,0,0,0,1
nurhadi tuh nama mantannya sepupu gue yang selingkuh dan ngewe sama temen kampusnya pas ldr wkwkwk,0,0,0,0,1
goblok bgt dah yg pake tagar sampah kek gtu ga mikir perasaan jennie kali ya padahal setiap member jg pernah ngalamin hal kaya gini stop jadi goblok,0,0,0,0,1
stop jadi orang goblok lah kesel bgt liat hastag nya bgtu gue yang ngeliatnya aja sakit hati apalagi kalo jennie yang liat itu dia pasti sedih juga cokk liat fansnya gtu bgt,0,0,0,0,1
avkor  tolol semuasering kena tipu,0,0,0,0,1
dari mana data  avkor tolol sering kena tipu,0,0,0,0,1
buat lu mas sender  goblok lu  fakkk yuuu mas,0,0,0,0,1
woy gama semesta lo bajingan ya ga adil bgt sini maju ke rl gua ga takut gua cewe penurut,0,0,0,0,1
yang ada kayanya dia malah anjir yang kurang kerjaan liat aja tiap admin base ngespill pelaku pelanggaran dia pasti ngereply gitu emang benerbener bocah tolol,0,0,0,0,1
asal lo tau acc gue ini di follow sama temen rl gue goblok banget ih gue pake ngasi usn twitter gue ke dia,0,0,0,0,1
daripada bayar pajak mending bikin sumbangin ke orang yg membutuhkan palingan nanti pejabat tolol ngasi kue ke mafia cina kaya si apeng aceng rampok,0,1,0,0,0
gak bisa baca  rencana doank  yang menyalipkan tetap orang romawi  duh duh duh kebanyakan jedotin kepala sih buat nyembah tugu batu di mekkah jadi goblok deh,1,0,0,0,0
eh goblok ini bukan buku agama islam tapi pelajaran ppkn ,1,0,0,0,0
karena ho itu gabungan h dan o  trinitas di kristen bukan begitu konsepnya goblok  yang konsepnya begotu itu islam  harus percaya sama allah yg esa dan percaya sama muhammad  kalau percaya sama allah yang esa tapi gak percaya sama muhammad bukan islam ,1,0,0,0,0
goblok anjing anjing anjing sendernya siapa taiiii cok sudjxidbidnd kampret,0,0,0,0,1
pikirin otak kau dimana bp itu mau cb lu ngapa suruh fav lu keluar bocil indo memang gini nih goblok,0,0,0,0,1
riset dulu baru komen goblok dari awal tingkat pertama masingmasing mahasiswa wajib menciptakan inovasi di bidang pertanian saat mpkmb diwajibkan menciptakan inovasi dari kelompok besar masingmasing yang difollow up oleh dosen setiap dosen diwajibkan menghasilkan karya,0,0,0,0,1
toloooolll tolol se tolol tololnya aaaa namun cebong tak peduliii iiiii jgan di baca sambil nyanyii yaa,0,0,0,0,1
ini pasti beling goblok yg slalu bilang jisoo gasiap soloaowkaowk ketauan bgt ketikannya mcem beling tolol,0,0,0,0,1
  heh begok  bukannya dia mau irit uang negara  yang ada dia itu malu bawa bawa bininya kemana mana laki itu kalo punya bini glowing  pasti bangga dibawa kemana mana goblok lu   ,0,0,1,0,0
dude can u help me my mom kena masalah apk gitu dia tolol anyinh,0,0,0,0,1
woi yang bener napa ampe  gitu indihome tolol emang,0,0,0,0,1
kalo mau claim internet terbaik seindonesia teh jaga kualitas goblok gk ngisi kantong doang,0,0,0,0,1
report akun dia kalau ketemu di jalan gebukin rame rame,0,0,0,0,1
jadi budak korporat dulu besok jadi budak keparat,0,0,0,0,1
tinggal ngomong ngewe ae engele pol emange cah uin salah nek ngomong kotor,0,0,0,1,0
bajingan chatan sama crush nguras emosi banget asuuuu kenapa ya gue naksir dia,0,0,0,0,1
udh  hari lagi resign baru pke design cover yg bagus haduh tolol,0,0,0,0,1
yah malah nunjukin wkwkw udah bang dia tolol ternyata ga seimbang wkwkwk,0,0,0,0,1
saatny dngerin glimps of us wkwk goblok galau bgtt,0,0,0,0,1
lu gila apa tolol perjuangan jennie rekaman dll dikotori fans toxic kaya lu pada anj,0,0,0,0,1
kau mau belati ini nancap ke pala kau,0,0,0,0,1
mampusin manusia kaya gini ,0,0,0,0,1
kalau udah kaya gini gabisa lagi pake cara baik baik harus dijahatin,0,0,0,0,1
seharusnya profesor goblok bertanya dengan sby dan zulhasan era siapa yang banyak mengeluarka ijin alih fungsi hutan dan lahan goblok mu mus kadrun permanen amat sih,0,0,0,0,1
anjing lgbt jadi keberagaman budaya indonesiatolol bgt kau pantek,0,0,0,1,0
tempat ngewe anak malang,0,0,0,1,0
baru yang seperti begitu bilangnya seperti begini sehat padahal kemarin suka rasisin tionghoa wni ganyang cina apalah liat saja ahok sama ernest prakasa pada bilang apa,0,1,0,0,0
sama dengab zakir naik ini prof sains dari kaum muslim wakaka zakar naik banyak berguru dengan sih harun ini bedanya sih zakar masih dpo kalau yang ini sudah jadi terdakwa kasihan sekali kaum muslim iya idola idolanya model beginian nohope tertawa,1,0,0,0,0
saran saya buat para kafir di sini ini masalah internal umat islam lebih baik kalian jangan ikut campur ini bukan ranah kalian jangan kalian bahkan menambah bibit kebencian terhadap kelompok anda nanti yang jadi korban kalian juga,1,0,0,0,0
syarat kadrun ya harus goblok ,0,0,0,0,1
nabi musa yang preman tidak pernah membunuh manusiapun sedangkan nabi pedofil yang berahklak mulia sudah membunuh ribuan manusia takut,1,0,0,0,0
lomba dapetin hatimu kapan kafir lagi berlomba buat jam tangan pintar muslim berlomba buat bom bunuh diri ayomurtad,1,0,0,0,0
biksu dan bocah teperangkap di dalam goa kayaknya setelah keluar goa dia bakal jadi nabi baru kombinasi yesus sidharta dan muhamad d bocah itu sudah pasti bakal jadi muridnya,1,0,0,0,0
buat dia berdarah darah sampai mati,0,0,0,0,1
dari zaman jahiliyah nabi dan agamanya sudah menanamkan kebencian terhadap yahudi dikenal juga sebagai israel sat ini tanpa perlu cuitan medsos semua orang juga tahu manusia seperti ini hatinya penuh kebencian,1,0,0,0,0
ya ela eksotis yg eksotis itu seperti saya p kalau orang papua mah gosong d tertawa cw sana kulit a eksotis tahu,0,1,1,0,0
emg pernah lihat be roti papua itu roti dari papua kali ini roti bakar apa roti gosong hitam sekali rotinya,0,1,1,0,0
ketingalan satu ini cie cuma bisa nyertakan video itu saja tertawa kamu mau bilang saya sara juga sabodo teuing mah saya saya cuma melampirkan fakta d mau tahu kenapa islam berkembang pesat karena muslim kalau punya anak seperti tikus that s it,1,0,0,0,0
manteb tambahin juragan tidak terlalu fanatik agama kan seram kalau jalan berduan begitu yang islam pakai cadar macam ninja ninja begitu yang kristen ala ala biarawati terus yang hindu budha kepalanya plontos kan horor bety,1,0,0,0,0
jangan dicibir justru pendeta ini paham tentang pengorbanan yesus jesus berkorban untuk menebus dosa manusia lha kalau manusia tidak pada berdosa maka sia sia yesus dijemur di tiang jemuran makanya demi menghargai yesus pendeta ini buat dosa ber,1,0,0,0,0
kakak saja semingu sudah gosong apalagi kamu sebulan nanti jadi orang papua he d tahun kakak juga make celana cont,0,1,1,0,0
ya benar lah coba kamu pikir arap yang sehari x disembah umat mamad sedunia tidak ada tenaga nya sebiji pler pun,1,0,0,0,0
sepak bola haram karena bukan olahraga yang disunahkan nabi buatan kapir olahraga kapiar lagu kebangsan bidah pokoke indonesia mesti kekalipahan,1,0,0,0,0
ini baru genetik unggul bukan cina dan ngarab yang mengaku mengaku unggul tertawa yahudi keturunan nya langsung dari para nabi dan orang orang kudus walau sedikit tapi menguasai seluruh dunia,1,1,0,0,0
jogja adalah panas gue sudah gosong sekali ini asal kamu tahu saja orang bakal ngira aku keturunan cina papua,0,1,1,0,0
kipk itu kan berdasar historis lulus ptn mah gampang temen gw yg goblok selama sekolah juga lulus ptn kok,0,0,0,0,1
goblok nya malah percaya ama janji orang yg mau ngecat langit pake didanai pula dengan harapan tuh orang ngecat langit,0,0,0,0,1
kan kata nya banyak beasiswa lain lo nya yg sempit alesan org gak lolos beasiswa ya karna goblok bukan karna kuota nya kurang,0,0,0,0,1
terlalu memaksakan jadinya tolol dah,0,0,0,0,1
orang tuh kalau nanya mbok ya dijelasin bukan malah dikatain tinggal jelasin apa susah nya mau dia ga bisa mikir atau gimana kek itu urusan dia kalau dia udah nanya disini yaudah jawab gituloh kalau kalian pinter langsung kasih jawaban kalau kalian goblok pasti ngatain dulu,0,0,0,0,1
oh tolol jg,0,0,0,0,1
ayoh dipisuhi sakpuase,0,0,0,0,1
cekik perlahan sampai mampus,0,0,0,0,1
inilah indonesia negara super ruwetsuper tolol super norakprestasinya dia apa sekolahnya setinggi apa kejagung otaknya bermasalah ini akan menjadi percontohan anak bangsa kalian yg waras,0,0,0,0,1
kan tolol,0,0,0,0,1
goblok banget kunci kos gue ketinggalan di rumah temen di cianjur,0,0,0,0,1
digenitin sm om om aparat negara anjj goblok gue ga demen ma om om anjj,0,0,0,0,1
lah tolol anj,0,0,0,0,1
goblok bgt anjj udah blok ae anj orang kea gtuu,0,0,0,0,1
tengil boleh goblok jangan,0,0,0,0,1
ada orang tb so asik di kelas w halo gais halo gais mulu ke w gajelas bgt anjing trs tbtb chat gue minta sv mauan amat goblok kenal aja engga,0,0,0,0,1
bajingan,0,0,0,0,1
kalo kata aing mah si itu mirip doang kalo pun iya goblok banget sih anjing yang nyebarin,0,0,0,0,1
spill makannya apa dong kak biar bisa tolol gitu,0,0,0,0,1
perkara makanan kucing aja geger tolol,0,0,0,0,1
mata lu aja sini gua iket pake kaen,0,0,0,0,1
gaboleh ngatainnnnn maaf tapi kamu tolol bgt asu,0,0,0,0,1
definisi bucin tolol setolol tololnya,0,0,0,0,1
goblok dah anaknya kan disitu ya itu ber liatin apaan anjir,0,0,0,0,1
cemas kau dek kulaporin biar ga tenang,0,0,0,0,1
semangat kak gua doain anak lu gk jdi kpopers y biar dia gak di goblokin ama org tolol kayak kata lu,0,0,0,0,1
goblok,0,0,0,0,1
intinya goblok,0,0,0,0,1
bajingan asu ramikir utek e nandi loh su asuu,0,0,0,0,1
ebong kan tolol kalo indo bangkrut kaya srilangka ebong paling duluan kabur keluar negeri wkwk,0,0,0,0,0
loh kok tolol faktanya demikian bukan apa artinya kita harus bekerja seumur hidup atau jika tubuh sudah tidak bisa bekerja kekayaan yg disimpan juga tidak ada artinya,0,0,0,0,1
wkwkwkw bangga bgt dikenal sbgai org tololksian km kurank perhatian kluarga yh,0,0,0,0,1
aji bajingan ketawa keras ketutup masker,0,0,0,0,1
wah tua bangke bajingan,1,0,0,0,0
ada beberapa temen deket pada jadi tentara semoga enggak jadi bajingan,0,0,0,0,1
tolol dah gua salah kirim foto ke menfess harusnya yang satunya hhh,0,0,0,0,1
bukan masalah org bodoh yg mau ikutin saran goblok cuma klo konteks lu bercanda bercanda lu aneh bang wkwk awal baca gue agk kesel aja ada org cerita kena flek kek mau mati kemudian lu kasih saran begitu kek nyebelin aja gitu untung ybs ngerti klo lu cuma bcanda,0,0,0,0,1
goblok bgt abis iris cabe malah pegang kelopak mata,0,0,0,0,1
tolol sih,0,0,0,0,1
goblok yang ditanya siapa yang jawab siapa,0,0,0,0,1
tolol sebel bgt w,0,0,0,0,1
maunya bikin doang gamau tanggungjawab ngakuin anak anak sakit butuh berobat gamau ngasih duit ngurus bpjs tahun gajadi antara goblok sm males aku udah kuras tabungan jual cincin ini itu buat anak berobat malah sok buta w doain buta beneran lo anjing,0,0,0,0,1
kamu pernah ngewe guling,0,0,0,1,0
gua mah emang bisek gua ga munafik sokan bilang temanansahabatan dari pada lu cuma fetish doang hahah goblok goblook kalau gay ya gay aja bisa diliat kok dr gelagat mereka cyrcle mereka juga udah jelas bgt jiirr ga liat lu oiya lupa lu kan buta,0,0,0,1,0
intinya lu punya fetish yg aneh fetisher bxb gua ingetin lu ya biar jgn goblok dan norak tolong pake akal sehat kau biat ga tolol tolol amat kalau gay bilang aja gay ga usah kedok temanansahabatan orang tolol aja tau klau mereka ada sesuatu shit,0,0,0,1,0
mau tanya dong sama orang orang yang di kolom komentar ini katanya islam mengajarkan yang baik nikah siri itu merugikan wanita dan nikah sirih kebanyakan negatif nya kenapa masih di halal kan,1,0,0,0,0
ga boleh protes dong sama seperti jongos perusahan disuruh pakai topi santa atau lepas jilbab harus nurut sama bos yang mengaji dan memerintah mereka,1,0,0,0,0
masih lebih baik preman kampung tapi tidak teriak auwohakbar duar daripada alim jengotan bawa bom naujubilahminjalik,1,0,0,0,0
senggama aku sayang ah ouch yeah sodok memek indah pakai kontol kamu rt sayang buka kedua paha kamu kont,0,0,0,1,0
blokir aja blokirrrr ngapain lu liatin ajaa cuma nyakitin bisanya manusia begitu,0,0,0,0,1
bajingan ngga kan pernah merasa ingin insaf kecuali udah ada timah panas nembus dibetis atau selangkangan mereka,0,0,0,0,0
sini aku sodok pakai kontol aku ah enak sempit memek kamu rt memek aku gatel ini sodok dong pakai kontol ciuman,0,0,0,1,0
timo agak malu dan senang dipangil mo walaupun bisa saja itu singkatan dari monyet gue dari papua jauh iya,0,1,0,0,0
enyah aja lo dari dunia ini,0,0,0,0,1
jaman sudah berkembang kok di paksa pakai budaya abad pertengahan bang mamad boleh juga ibarat zaman sudah buat pesawat ke mars masi di paksa pakai busana ninja dan naik onta boleh juga sunguh terlalu boleh juga ancam neraka bre boleh juga,1,0,0,0,0
kta nya orang china tapi kenapa warna kulit nya kya orang papua go tou the song gosong up alama keceplosan,0,1,1,0,0
dulu pernah dulu bgt jalan mau gawe make kaos bad religion dibilang anti kristus skrg kejadian make kaos pink floyd gw di kata homo lah gw teriakin goblok depan muka nya lah kenal kaga ngata in org homo kontol malu sendiri dia,1,0,0,1,0
konyol gue yg ngutangin lu yang galak,0,0,0,0,1
tahu tahu yang putih bkn hitam lagi tapi gosong haha hitam dong kusumawulan eh orang papua,0,1,1,0,0
hahaha kocak kamu rt kontol kamu besar tidak mau aku sepong sini lagian saya sudah sangek betul ini,0,0,0,1,0
sampai kapan kita mau ditindas terus oleh aturan yg konyol gini satu kata lawan kominfokontol,0,0,0,0,1
lol wah orang papua dong yang gasah di bakar sudah gosong upz maf kceplosan rt,0,1,1,0,0
indon disuruh milih cinak wiwi atau cinak wowo kenapa indon gak milih indon jadi presiden malah milih cinak,0,1,0,0,0
beda prinsip blog bagi kristot non kristot pun kalau mati sebisa mungkin dikuburkan secara kristot didoakan secara kristot juga,1,0,0,0,0
buat kafir kafir belajarlah yang pinter cari uang yang banyak pergi ke luar negeri pindah warga negara karena kalau tetap di sini tidak bakal bisa jadi presiden jadi kepala daerah pun sedikit pilihanya pindah kewarganegaran mungkin keturunanya bisa jadi peminmpin negara,1,0,0,0,0
iya mah lebih tepatnya mamah jadi kembaran orang yang ada diafrika dan papua d mamah gosong cont,0,1,1,0,0
hahahaha bukan yank gosong dengan sendiri iya hahah lol wah orang papua dong yang rt,0,1,1,0,0
lah nabi saja nikah sama bocah kecil umur tahun dan di eksekusi umur tahun itu nabi kamu apalagi hanya sekelas rakyat jelata wajar banyak yang menikah dini mereka ingin seperti nabi,1,0,0,0,0
padahal semua nabi yang ada itu yahudi diutus langsung oleh tuhanya kecuali yang setelah masehi itu tidak jelas tidak ada yang utus ujug jadi nabi makanya umatnya jadi tidak karuan konyol dan kacau,1,0,0,0,0
komunis memang masih laku cina saja sudah malas khilafah tidak jelas iya sudah neolib saja mau tidak mau harus mau d,1,0,0,0,0
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama horni seks,0,0,0,1,0
kema l uan rt penis dan vagina bukan kontol dan memek kalau menyebutkanya malu kamu pasti akan malu mengunakanya,0,0,0,1,0
kita duel pake celurit bacok bacokan,0,0,0,0,1
km di bwah yah siap yah bles memek kamu sempit beib aah emh sekarang beiby ciuman muach rt aku masukan kapan ini beib,0,0,0,1,0
kepala bapak kau yang tolol lo itungin aja sendiri ye lo cek sendiri banyakan mana orang yang ngumpul di mesjid sama di tempat hiburan malam terus lo cekin satu satu ktp nya agama apa sekalian lo kasih tausyiah kali aja besokannya mesjid jadi rame ok ndrunn,1,0,0,0,0
enak ouch ach memek basah ini menjilat klitoris sambil tangan remes tetek kamu slurp enak tidak sayang,0,0,0,1,0
ini orang salah satu dari mereka yang fanatik radikal dan mabuk agama tertawa ditunjukin yang benar dan yang salah pun tetap maunya menang ya intinya ingin ajaran yang dimaninya itu yang paling sempurna dan benar padahal iya hanya dongeng fiksi wakaka,1,0,0,0,0
bosen pengennya ngewe sama kamu,0,0,0,1,0
mending profesional cina daripada profesional arab arab antek amerika dukung saja sana islam arab aku mah islam liberal dan nusantara,1,0,0,0,0
ngentot tadi ingin ditanya anjing emang ingin sekali tahu ya kamu saya lagi ada dimane tertawa yode aku,0,0,0,1,0
sayang mana celana dalam bekas kamu nya yang bauk kontol sini aku ciumin aku gesek ke memek aku suka terangsang kalo sama cd bekas,0,0,0,1,0
jangan hanya gara memek kontol dan kontol bertengkar nanti pasti akan menciut di sat di tanya dengan kontol yang lain,0,0,0,1,0
kata kata bijak mulu kapan ngewe nya,0,0,0,1,0
dospemnya ayu gmn muk minta nomornya mau gue teror,0,0,0,0,1
oh yeh honey aku tambah jadi jari kamu aku telentangin di bawah aku kocok memek kamu pakai jari sambil ku remas tetek kamu,0,0,0,1,0
ada baiknya jumlah gereja dikurangi agar risiko pemboman pun berkurang toh negara ini bukan negara kafir jadi seyogyanya jumlah gereja harus dikurangi,1,0,0,0,0
homo sering foto berdua kelonan gandengan tangan ciuman ngewe gua tertarik kayak mereka ga alhamdulillah,0,0,0,1,0
sakit hati parahh gua ngeliat lgbt yang durhaka sama ortu hati iblis naudzubillah gua amat sangat benci anak alter real ava rated perhomoan gitu bener goblok,0,0,0,1,0
org tolol dan gay binal zaman sekarang  tonton ini dah di netflix ada adegan dia jago ngewe sama komtolnya gede gile gua mah dulu cuma hm cakep nih orang gua mau kayak dia juga,0,0,0,1,0
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama hardsex bdsm,0,0,0,1,0
negara kalah sama lonte,0,0,0,0,0
polri takut lonte,0,0,0,0,0
klo pemerintah setuju artinya goblok,0,0,0,0,1
koruptor itu wajib diburu jaksa yg menangani kasus itu wajib memburu koruptor yg lari ke negara lain,0,0,0,0,1
emang yg ngomong itu siapa goblok bego kok lu pelihara terus ya enteng amat kadrun laknat ini ngomong gpp pdip byk kader korupsi tp tetap mng pemilu korupsi ya korupsi org yg korupsi disebut koruptor yg layak dihukum dan dimiskinkan lu kayak emak di warung gibah tnp bukti,0,0,0,0,1
gak kebalik ya kamu kan orangnya khilafatul muslimin kan disini yang munafik siapa gak tahu diri kamu tolol,0,0,0,0,1
yg dimaksud kadrun adalah orang tolol yg selalu merasa benar    sinting kali ini orang ngerasa paling bener,0,0,1,0,0
nih kontol sayang rt elus memek dulu sebelum tidur dan bayangin kontol kamu sambil lidah kamu menjilat luar dalam vagina ku,0,0,0,1,0
ngewe ayo sayang kontol ku sudah gatel sperma ku mau keluar rasanya ingin di sepong sama kamu dan aku ingin sengama ngegrepe,0,0,0,1,0
lu mati aja bisa ga sih,0,0,0,0,1
goblok itu nama tengahnya kadrun,0,0,0,0,1
guoooblok jawa  ndk usah ngeles mana yg saya bilang bikin mobil esemka tolollll mana tolol saya tunggu eaaaa,0,0,0,0,1
si yg dibahas act terus pas gw telusuri ternyata act  ariecebong tolol,0,0,0,0,1
aku ingin sekali kaya pacarmu meluk kamu dari belakang sambil remas jilat isap tetek kamu aku juga ingin sekali jilat memekmu,0,0,0,1,0
gerwani tolol penyembah tukang ngibul,0,0,0,0,0
ini rakyat kecil dipenjara sekalian sama anakxnya lonte dibebaskan dasar rezim laknatullah,0,0,0,0,1
bila korupsi disebut kader pdip bila berprestasi disebut kader nu maling dan bajingan memang banyak rumahnya,0,0,0,0,1
hukum seberatberatnya sita harta dan kekayaan mereka,0,0,0,0,1
masihkan disebut mulia kalo dia ternyata lebih rakus dari binatang buas lebih tepat disebut bangsat bajingan penipu umat ketimbang dipanggil ulama please deh pake akal sehat jgn mau dibodohi,1,0,0,0,0
masih sakit bekas semalam di remas kamu sayang tapi enak sih sayang muach mau dong ngrasain ngremes susu tante,0,0,0,1,0
gak semua nanya kearah ngewe dibilangin kok ngeyel sih,0,0,0,1,0
hm aku jilat memek kamu sampai basah sampai pipis sampai badan kamu bergetar sambil ku remas tetek mu dan mainin pentilnya,0,0,0,1,0
karna kalo km ngomong gitu seakan akan aku uda tau dia bakal ngajak gitu masalahnya ini aku gatau karna yg dibahas bola bukan ngewe ya mana ada aku mikir negatif mana tau jg itu modus ke arah ngajak ngewe semua case by case gak bs disamaratakan gitu juga dih jd kesel gue,0,0,0,1,0
maksudnya loe yg tololdrun lol,0,0,0,0,1
kau duduk diam gak menyerahkan diri juga bakal di tangkap,0,0,0,0,1
cmn bs bales gitu opposisi kok goblok hadew pantes susah d ajak maju,0,0,0,0,1
pemain sinetron semua itu para bajingan,0,0,0,0,1
heh tolol  surya candra itu pecatan hhhaaanies itu pecatan menteri yaa pendukungnya juga para pecatan paham ya drunn,0,0,0,0,1
dosa goblok dan korup gt dosa lgbtq,1,0,0,1,0
gw pro orang pinter manfaatin negara dan keluar negri biar indonesia isinya orang goblok semua terus pecah,0,0,0,0,1
ganyang koruptor mereka ga layak hidup di negara ini,0,0,0,0,1
hey kunted coba otak kau dipake skali utk mengomentari bajingan mata sipit yg garong uang rakyat itu,0,0,1,0,0
mau final meeting hari ini ada ada aja kejadian di jalan lawannya laler ijo lagi dijadiin bounty gue di cibubur sekitarnya sama ojol ga melulu harus empati wong tolol ya tolol jgn berlindung lah,0,0,0,0,1
klo berita ini riil ya sikat saja orgnya so what  manusia busuk ya tetep busuk meskipun dibungkus dgn hal yg terlihat suci yg ini mbahnya bajinganyg paling memang bajingan,1,0,0,0,0
busyettt dah polri kalah ma lonte,0,0,0,0,0
memang kadrun goblok nya tiada tara,0,0,0,0,1
justru mba nya keren loh masih bisa videoin dan laporin saya pernah di posisi mba nya cuma bisa lari sama nangis nyesel ga rekam dan gabisa laporin ke polisi,0,0,0,0,1
ehh baru balik sholat enaknya buat ngatain nih heh raimu asu jancok bajingan ayo geger geden posisi ku neng semarang posisimu neng di wes tengah tengah wae ayo gelut su,0,0,0,0,1
khusus cewek atau tante yuk nanti malam yg mau ngewe dm area jogja aja ya no gay no shemale,0,0,0,1,0
yaelah tolol bnget neh kadrun,0,0,0,0,1
memang enak juga ngewe wanita itu apakagi klu memeknya pered cumanada yg kutakuti tkt hml tkt raja hehehe maaf ya enakan yg satu jenis dg yg tua ah memeknya pasti enak loba buluna iiih nikmat ya ,0,0,0,1,0
menganjing bgt ni org gua block juga lama lagi jam makan siang malah spam tolol,0,0,0,0,1
wkwkwkw pribumi goblok yg mendewaakan imigran yaman yg satu ini,1,0,0,0,0
kadrun goblok aja koqgak perlu pake kepinteran gue,0,0,0,0,1
butuh gue mau nanya kok ada orang tolol yg memuja plastik ngamuk hujat yg menghina idolnya,0,0,0,0,1
silahkan hina orang tua dan agama kami asal jangan idol kami yah dasar kpop tolol semua bocil halu,1,0,0,0,0
si dumdum goblok yg bandit itu para koruptor satu kolamkamu,0,0,0,0,1
tertawa memang kamu bisa ngaceng sama dia status kamu tidak di bajak dya kan rt jadi ingin ngewe sama,0,0,0,1,0
sudah tolol dan merasa jumawa dibegoin sama chinaitu dungu namanya,0,0,0,0,1
kalo mau dibubarin bubarin aja udah timnya gausah pake drama,0,0,0,0,1
lo goblokkalo org mati ga sibukin orgtp yg sibuk kan yg hidupyg mati ga nyibukintp yg hidup sibuk sendirilgan itu org matiemang pernah ada org mati ngubur sendiriini kan dia ustad blekok sibuk ngurusin hidup org kadrun,0,0,0,0,1
kadrun kan bgtmerasa tololga sanggup imbangi statement lawansdh lgsg ngeracauasal bacotasal nuduh buat nutupin ketololannya yg hakiki,0,0,0,0,1
pemikiran tolol yang dibanggakan dipamerkankadrun elu itu main hakim sendiri melanggar hukum ortu elu nyesal kelakuan elu barbaringat elu main hakim sendiri karena ketololan elu,0,0,0,0,1
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama hardsex bdsm,0,0,0,1,0
kafer tolol ga malu yaa nenek moyang lhu lah penjilat para penjajah ajaran nya kalian adopsi hingga sekarang,1,0,0,0,0
bisa ga sih usir dia cerai aja sama cewe itu,0,0,0,0,1
dih pengen gue pukul,0,0,0,0,1
sumpah kl deket sini aku samperin tak tonyor itu bocah,0,0,0,0,1
udh tau kmu ga suka ngewe ya hha,0,0,0,1,0
woi cebong tolol yg gw komentari nu memberi bantuan hukum sama malingkau bisa baca topik gakkalau bodoh jngan nongol lahmaluin keluarga punyak keturunan goblok macam lulagian hidup gw dah makmur gak perlu ngarep nasbung kayak kelompok lulagian lu yg pion malah nuduh orang,0,0,0,0,1
bangkee pengen ngewe pas lg mens enak bgt nyodok sambil berdarah gitu,0,0,0,1,0
