text,label
masih sakit bekas semalam di remas kamu sayang tapi enak sih sayang muach mau dong ngrasain ngremes susu tante,individual
@yogaanggis gak semua nanya kearah ngewe dibilangin kok ngeyel sih,individual
hm aku jilat memek kamu sampai basah sampai pipis sampai badan kamu bergetar sambil ku remas tetek mu dan mainin pentilnya,individual
@yogaanggis karna kalo km ngomong gitu seakan akan aku uda tau dia bakal ngajak gitu masalahnya ini aku gatau karna yg dibahas bola bukan ngewe ya mana ada aku mikir negatif mana tau jg itu modus ke arah ngajak ngewe semua case by case gak bs disamaratakan gitu juga dih jd kesel gue,individual
@mantova @cuitjar @didihermanto @uyokback @yaqutcqoumas @aryprasetyo maksudnya loe yg tololdrun lol,individual
@bangzhack kau duduk diam gak menyerahkan diri juga bakal di tangkap,individual
@alisyarief @ezahtra @prastow cmn bs bales gitu opposisi kok goblok hadew pantes susah d ajak maju,individual
@mancalllook pemain sinetron semua itu para bajingan,group
@margosiswadi @satriohendri heh tolol surya candra itu pecatan hhhaaanies itu pecatan menteri yaa pendukungnya juga para pecatan paham ya drunn,individual
@sinfourth dosa goblok dan korup gt dosa lgbtq,group
gw pro orang pinter manfaatin negara dan keluar negri biar indonesia isinya orang goblok semua terus pecah,group
ganyang koruptor mereka ga layak hidup di negara ini,group
@ekokuntadhi hey kunted coba otak kau dipake skali utk mengomentari bajingan mata sipit yg garong uang rakyat itu,individual
mau final meeting hari ini ada ada aja kejadian di jalan lawannya laler ijo lagi dijadiin bounty gue di cibubur sekitarnya sama ojol ga melulu harus empati wong tolol ya tolol jgn berlindung lah,group
@paowijoyo @amdevdes @gunromli @aagym klo berita ini riil ya sikat saja orgnya so what manusia busuk ya tetep busuk meskipun dibungkus dgn hal yg terlihat suci yg ini mbahnya bajinganyg paling memang bajingan,individual
@cnnindonesia busyettt dah polri kalah ma lonte,group
@alextham memang kadrun goblok nya tiada tara,individual
@chrisanemas @balekpagi @areajulid justru mba nya keren loh masih bisa videoin dan laporin saya pernah di posisi mba nya cuma bisa lari sama nangis nyesel ga rekam dan gabisa laporin ke polisi,individual
@juragancendol @gojekjam ehh baru balik sholat enaknya buat ngatain nih heh raimu asu jancok bajingan ayo geger geden posisi ku neng semarang posisimu neng di wes tengah tengah wae ayo gelut su,individual
khusus cewek atau tante yuk nanti malam yg mau ngewe dm area jogja aja ya no gay no shemale,individual
@arimabtn @jangarie @nnk @hukumdan @doncarl yaelah tolol bnget neh kadrun,group
@edhyraharjo memang enak juga ngewe wanita itu apakagi klu memeknya pered cumanada yg kutakuti tkt hml tkt raja hehehe maaf ya enakan yg satu jenis dg yg tua ah memeknya pasti enak loba buluna iiih nikmat ya,individual
menganjing bgt ni org gua block juga lama lagi jam makan siang malah spam tolol,individual
@dimaselagie @jumiantork wkwkwkw pribumi goblok yg mendewaakan imigran yaman yg satu ini,individual
@tawakal @alisyarief @mohmahfudmd @msaiddidu kadrun goblok aja koqgak perlu pake kepinteran gue,individual
@nyinyoou @convomf butuh gue mau nanya kok ada orang tolol yg memuja plastik ngamuk hujat yg menghina idolnya,individual
@convomf silahkan hina orang tua dan agama kami asal jangan idol kami yah dasar kpop tolol semua bocil halu,group
@myaminnasution @yusufdumdum si dumdum goblok yg bandit itu para koruptor satu kolamkamu,group
tertawa memang kamu bisa ngaceng sama dia status kamu tidak di bajak dya kan rt jadi ingin ngewe sama,individual
sudah tolol dan merasa jumawa dibegoin sama chinaitu dungu namanya,group
kalo mau dibubarin bubarin aja udah timnya gausah pake drama,group
@gar @hilmi lo goblokkalo org mati ga sibukin orgtp yg sibuk kan yg hidupyg mati ga nyibukintp yg hidup sibuk sendirilgan itu org matiemang pernah ada org mati ngubur sendiriini kan dia ustad blekok sibuk ngurusin hidup org kadrun,individual
@gar @hilmi kadrun kan bgtmerasa tololga sanggup imbangi statement lawansdh lgsg ngeracauasal bacotasal nuduh buat nutupin ketololannya yg hakiki,individual
@paicab pemikiran tolol yang dibanggakan dipamerkankadrun elu itu main hakim sendiri melanggar hukum ortu elu nyesal kelakuan elu barbaringat elu main hakim sendiri karena ketololan elu,individual
panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama hardsex bdsm,individual
@kinahkinah @indarmj @ganjarpranowo @disnakerjateng kafer tolol ga malu yaa nenek moyang lhu lah penjilat para penjajah ajaran nya kalian adopsi hingga sekarang,group
bisa ga sih usir dia cerai aja sama cewe itu,individual
dih pengen gue pukul,individual
@pawpawraw @jooyeongondrong @askrlfess sumpah kl deket sini aku samperin tak tonyor itu bocah,individual
@megumegulezato udh tau kmu ga suka ngewe ya hha,individual
@remahandunia @rizkyrisksky @shaquiled @cnnindonesia woi cebong tolol yg gw komentari nu memberi bantuan hukum sama malingkau bisa baca topik gakkalau bodoh jngan nongol lahmaluin keluarga punyak keturunan goblok macam lulagian hidup gw dah makmur gak perlu ngarep nasbung kayak kelompok lulagian lu yg pion malah nuduh orang,group
bangkee pengen ngewe pas lg mens enak bgt nyodok sambil berdarah gitu,individual
mentang mentang lagi di rumah lonte sibuk ngurusin anaknya ya gua apa dong anaknya bukan,individual
@cnnindonesia wereng udh biasa diketetin ni lonte,individual
kontol mereka yang baperan pake nyalahin baju cewe udah kontol baperan otak ga guna musnah ajalah orang bajingan kek gitu,group
@kumparan semuanya pada gila hormat padahal yang penting itu esensi kinerjanya pak @jokowi mohon hal hal tolol kek gini di batalkan pak,group
@pasmantap @okirenggaa @zaaalli lah kalau generasi yg terjebak di antara cebong kampret ya gini akal sehat di pakai buat ejekan politik doang akhirnya menyampaikan informasi tanpa riset dan cari tau lebih dalam makan tuh kadrun cebong kampret generasi goblok,group
not fon itu mudah india goblok kalian gw ini pengembang ga mungkin gw ga tau rekayasa dalam apel,group
@erikaika emang sanggupngeweluu,individual
kalau saya menghadapi orang kaya gini saya mute aja,individual
ku buka baju kamu terus ku remas ku isap puting susu kamu emuah ah ah mh ciumanciuman masih ku remas tetek,individual
@rakasatra ohh dilindungin kapola bajingan itu mah pasti makanya ga diusut kapoldanya juga pasti lahir dari memek lonte kok aku jamin nah kalo abis aku katain malah aku yg diusut ite ketauan benar pasti,individual
@joshyahya @addiems kadrun terus lah goblok,group
kita buang aja dia ke cina,individual
jamet bisa goblok begini gmn caranya,individual
putusin aja lah daripada kaya jadi maknya tiap hari yang harus kasih uang jajan ke dia,individual
@txtdrberseragam mungkin ini tipe cewe yg ingin terjamin hidupnya dengan cara yg ga jauh beda sama lonte bebas karna suami jarang di rumah,individual
@sabiwir @aligatormadali @tsamaradki lu pake terminologi kadrun itu udah termasuk politik identitas dasar goblog dungu tolol kau kok dipelihara,individual
@myputun lonte luntang lantung,individual
@abdulrachim @tanmarm pemerintah tolol,individual
@stirring lonte emang selalu diatas bang,individual
@yoimasbro @gunawaabednego @ekokuntadhi udah bukan tolol lagi tp dungu gak heran pendukung jokowi mayoritas berpendidikan rendah,group
@rtamin @bappdirgahayu @ichwanewon @ekokuntadhi sorry bro di agama gua kecing onta hukumnya haram dan najis di konsumsi klw di agama loe semua boleh di makan gak ada larangan kan makanya tolol,individual
@convomfs itu kontol maksud cowo lo lo ngisep kontol pacar lu titit nder,individual
wkwkwk rt hiy cukur dulu rt wkwkwk rt sumpah memek kamu sempit sekali ah ah ah cont,individual
jadi ngebayangin kalau kamu tdur seperti gtu aku gesekin memek kamu pakai kontol terus masukan dalem smbil genjot gigit puting kamu,individual
kepale kamu peyang rt sayang aku tidak punya ym kamu saja sini biar aku menjilat memek basah merah merekah kamu sampai bersih sreup,individual
aku akan jilat isap remas tetek kiri dan kananmu lalu aku jilat remas dan isap memek serta klitorismu sampai kamu horny,individual
krg aku masukan kntol aku iya siap slep ah slep ah slep memek kamu sempit sekali pijatamya memek kamu enak aw aw aw,individual
dasar bencong lokal sok ngartis hahaha kontol,individual
cewe jilbab sange dengan bantal guling bokep indo abg mesum memek basah viral,individual
anjiirr barusan liat kaum sodom naik motor boncengan pelukan yg dibonceng nyosor mulu dileher yg ngegonceng pluget kek uler keket diliatin banyak orang masih aja ga malu,group
sebagai orang yang gak pernah pacaran sejak dilahirkan di bumi tujuh belas tahun lalu artinya gue kaum sodom kelas satu kah xx,individual
@v apaabar yg jomblo dari lahir masa iya kaum lgbt anjng pemikiran dari mana sih org ini,individual
mau kasih jalan untuk kaum bencong saat berkuasa mereka akan berusaha merampas anak anda,group
@saferohartono @kangnanooo @aljendra kaum lgbt kan lo nyet wkwkkwkwk,individual
om om ingin sekali di ewe kamu geratis asal ada kondom sama ongkos tertawa ewe ayo buat kamu bng depan rumh aku boleh dong ajak aku ngewe,individual
@hojend @zerodemocrazy @nadirs kafir tololbahasnya anies sampe nya ke ahog si ahog kalo gak megang kartu asa nya si joko juga pasti masuk penjara,individual
botul rt atau dengan bahasa lain papua akan bilang jk begitu papua pisah saja deh kami non muslim tidak akan bisa jadi gubernur jkt,group
@drakulli @detikcom bapak ibu lu lgbt yaaa tolol banget,individual
hajar dan tumpas habis mereka,group
@fazasadida @cenkboboy kalo brani ajak debat di dpr suruh mr ahmad syahroni yg lawan si otak bajingan pake kupluk ituy kita tunggu,individual
@noreligionindo ga sekalian bandinginnya sama bantar gebang atheis indon goblok bet bikin perbandingan,group
kita harus incer pala nya biar ga tenang seumur hidup tuh orang,individual
mbaknya yang kuat yaa sebenarnya saya mau ngomong kasar disini tapi ngga enak sama bumil itu yg anak smk nya kalau bisa mah gue bantuin gamparin,individual
@estiwati @putrasu ngewe yuk mbak,individual
dah jd bencong yg ngelucu di tongkrongan aja candaan lu ga lucu goblok,individual
@syazwana @rizieqiblis @akunkelima @oomreborn @pancibzz biarkan keturunan pki atau si kafir itu bersuara sesuka hati sudah jelas yg benci habaib hanya kelompok bajingan,group
@wzastra @sabiwir @tsamaradki ini pula tolol banget ga ada buktinya blok dulu pengikut pki ngatain orang non pki pake sebutan kadrun goblok,individual
ketemu saja kita sengama ntr mu tidak gratis tnag j memek basah sekali minta di sodok kontol aah mana kontol kamu sayang,individual
@radixwp takut wkwkwk takut apa yg ada islam di musuhin ama libertard kek lo @radixwp soalnya gaaboleh kumpul kebo nikah sesama jenis dsb nya emang rata rata yg akunnya pake bendera uke tolol,group
@syarifntoke aduuuh memang ya apa yg di sampaikan oleh para ulama akan dtg suatu zaman yang pendusta di anggap orang baik yg maling uang rakyat di anggap pahlawan dan hebat bajingan memang ya negara kita ini,group
ke rumah aku saja lagi sepi kontol aku ngaceng sekali lagi mawu cari mekmek yang bisa di masukan ke mekmek kamu,individual
@chandranuriman @msaiddidu ini pegimana cebong tolol,individual
penjarain dan biarin para tahanan lain mukulin dia sampe mati,individual
@ekowboy kadrun si eko ini bego bin tolol liat yg dia bangun apa cuma jembatan penyebrangan dan jis selama thn eta di ambil dgn photoshop dibiaskan dgn lampu lu bilang hebat otak mana otak jgn liat indah tapi quantity kesejatraan rakyat mana,individual
kalo aku sih maafin mungkin iya tp gapernah lupa sama kelakuan pembully terlebih w percaya karma itu ada dan nyata,individual
mukul ini orang tuh halal,individual
mainin lidah di pusar emh elmh jilat v linenya cium jembut kamu tarik pakai gigi kocok kontol kamu sepong emh mhp,individual
@katzedikke makanya atheist celup mah tolol semua,group
@raniayaaa ngewe say yukk,individual
@bengaldaddy @orangishflame ku lebi penasaran kenapa coach bisa bilang ngajak ngewe pasti,individual
@heheheehehe kpopis ter tolol yng pernah gw temuin di aplikasi ini,group
@gunromli dngn postingan inikaum cebong tolol termasuk lu romlimasalah pendidikan udah ada mentri yg urusmendikbud yg harus lu kritik kerja apa tuh mentri,group
mending lu mati aja biar ngurangin sampah negara,individual
dasar wibuu goblok,individual
tapi seru kayanya bongkar bongkar aib nih orang,individual
pengen nyamperin rumah sjw dan ngelemparin rumahnya pake batu terus bakar habis,individual
@dedy @krtkpdpro yg tolol pemerintah udah tahu lagi diusut kok bisanya sampai kabur,individual
@noviyagustin langsung aku peluk dan ngewe sekalian,individual
ouh ouh sayang kamu sangar ih di ewe kontol aku maf yh sayang kalau tetek dan memek kamu perih dan merah aku terlalu agresif,individual
@cnnindonesia gapapa lah mending minggat aja sekalian ganti kewarganegaraan biar indo aman dari lonte,individual
org indo latah bgt sm revenge porn lank link lank link tolol,group
@cebongmilitan @cuitjar @didihermanto @uyokback @yaqutcqoumas @aryprasetyo maksudnya cebong tolol,individual
@akunrecehpeduli para kardun goblok sakit jiwanya sudah akut kerjaannya cuma nggejar kesalahan jokowi,group
@mohtahid jgn banyak bacooot kardun pada on nyalahin si jokowi loe nikmatin aja pasilitas infrastruktur yang telaah jadi ntarr kalo bisa di gratisi untuk para kardun goblok pura pura begok aja lihatin tuiiwtt mereka paling pintaarr memutar balik fakta menebar fitnahan pencemaran nama baik,individual
@fahrul @esasuryo @rizqonfa @mdyasmara debat m orang tolol bin dongo y gini guemah maklumin aja tolol elu tau g jis itu asalnya taman bmw d urusin m gubernur sebelum jokowi cape ngejelasin m orang tolol takut ketularan tololnya tar ikutan jadi bani kadrun,group
@fahrul @esasuryo @rizqonfa @mdyasmara tolol permanen apbd jakaa itu paling gede napa g pake apbd jakaa jangan ngutang m pusat dasar itak onta makanya baca brita kadrun tololnya g ketulungan,individual
yang kaya kamu ini patut diacungi pistol,individual
kebanyakan cowo bajingan,group
jumatberkah tolol udah tiap hari kali azan pake toa banter banget terus jumatan dari khutbah sampai solatnya pake toa luar kenceng terus ditambah lagi peringatan muharram juga pas idul fitri jg takbiran sampai dini hari hidup di negeri sampah dg mayoritas tololiyyin,group
kenapa aparat dan pejabat di negara sampah itu tololtolol ya cc @kemensosri,group
kok goblok ya anda wajar sih pejabat di negeri sampah,individual
@ruhutsitompul berada e kok gak si batak bajingan ini yg di tembak nyabiar cepat aman jakarta inidasar batak loyar yg gak laku,individual
@donallprimityf @nichosilalahi @donallprimityf gw tau goblog itu gratis tpy jangan lo embat smua bagilah sama bani bipang togog cebongers ahokers amp isi kolam makanya pas pembagian otak sama tuhan itu hadir biar tolol lo ada manisnya,group
@cybsquad @komnasham goblok sia @komnasham indonesia tanpa lgbt,group
mana ini ida blsan sms ny sudah aku sms kmu tu sange berat ini tunguin kmu kontol aku sudah siap buat kmu sepong em,individual
yah aku mau ngewe juga lah hahahart kawinin bunda maria saja bahkan tanpa ngewe kamu punya anak rt pengen punya an,individual
@pecinta kamu dah pernah kan maen sama lonte,individual
@convomf orang kaya gini jangan diajak ngobrol,individual
ni pemikiran tukang angkot tolol semua pantes jd tukang angkot mana angkot minjam lagi tolol,individual
kalo gak suka lebih baik putus aja,individual
ini gara gue like yg versi babi di tong sampah itu kali ya tapi isi sound sesat semua cok cewek tiktok goblok bgt njir,individual
@oreooxsupreme @ppdill lu ngewe,individual
asian pemuja blm itu tolol toh ketika lu butuh mereka sbg sesama minoritas mereka gak mau bantu lu contoh utk masuk universitas bodoh dipelihara asian gini palingan cmn virtue signaling biar tweetnya dibaca ama gebetannya trs keliatan paling peduli sesama dan isu terkini,group
coba diblock aja akun dia,individual
desahan kamu enak teteknya juga kenyel,individual
kangen kamu mendesah kangen kontol ku,individual
@paicab druun drun tolol luu keterlaluan banget,individual
mulai hari ini brkat lu jiwa psikopat gw kluar trimakasih mmbangkitkannya udah empat tahun belajar rasa sabar dlm hidup mnrima prlakuan keji dari orang lain kali ini lu wajib ngrasain apa yg gw rasain slama ini jangantersenyumdidpangw,individual
@tanyakanrl tolol dia bersikap kek gitu bukan sama lu doangggg,individual
henceut kamu wangi,individual
@fitrianakbar @assamaulana @dennysiregar @ekokuntadhi ha ha ha pendukung act marah nie ye kadrun goblok sich wassalam,group
tolol ngapain bagi luka ke orang lain putusin dia gak berhak dimainin orang brengsek kaya kamu,individual
tiap ada konten iu pasti ada nama jkits been years pdhal bnyak army yg blg gk usah bawa jokes ini dan fokus sama hobi tp d bls serius amat tipe fans indotolol,individual
@videosvecagando wqwqwqwq tolol ga bermaksud rasis tp emg banyak bgt orang cina kalo pake sarana publik suka ngawur begini,individual
@heryidris @lsismail @panca tolol ga sihdikadalin china dibilang wajarwkwkwklu bangun rumah tukang bilang biaya jttrs tibaa bengkak jadi jt pasti lu ga mau dongga jelas itungan dr awal,individual
@blontn bani bipang cuma bisa nuduh dan fitnah tapi tidak bisa kasih bukti dungu dan tolol di borong semau,group
@gunromli buzerp itu kalau tidak dungu ya tolol masak arti reshuffle dengan pecat tidak tau arti,individual
bencong tolol lebay,individual
@askrlfess ngewe mulu,individual
@nrklyv @menyimaksimak hadeh boti bencong tolol mah apa yg lu harepin,individual
@menyimaksimak gue konsern banget sm aha ehe woi kontol anjing babi coba rasain sat di posisi itu lu tuh ketakutan bingung harus apa lo tkt semakin lu lawan malah makin di unboxing tolol bangsat w emosi sbgai yg pernah rasain juga w paham ya bangsat w dulu digituin aja dr w pke gamis bangstt,individual
@crew viking banci goblok,individual
@fwbsmg cowo ngirim ginian cuma tau siapa cewe yg ngerem terus ntar di dm di jadiin bahan fantasynya doang otak lu kalau udah sange goblok sih mas mending gak usah hidup,individual
@fwbsmg halah nobar berkedok sange ntar minta ngew cowo sagapung tolol kayak lo mending menghilang deh,individual
@convomf seru bgt anjr soalnya ak skelas sm cwe yg kek lonte tp skrang mreka dh berhijab dh lurus idupnyaaa,individual
ga ada alias kampus jancok anjing dosen kakehan komen kontol gapake jilbab diomong dah pake jilbab masi ngomen fisik yg lain bajingan asu cangkeman,individual
@tomyvito @masrangga @idrisnaga @ekokuntadhi betul bahas sesuai konteks buat kadrun gak penting gak guna cebong sekolam bipang tolol nongol,group
@oceeme @bidadari @radixwp @imadshinnyuki dix radix coba lu ganti geng napa sih biar tolol lu ga makin parah gaul sama jamet kabupaten begitu,individual
@fwbess plusnya bisa belajar ngewe dan tau cara puasin lakilaki minusnya belum tentu ada yg bisa terima apa adanya kadang marah dan kesel sama diri sendiri kenapa sebodoh ini dianggap mainan karna ga layak diseriusin dianggap rusak dll dsb dst,individual
@tegalfess ya kan emang kamu kerja di dunia malamtapi emang yang kerja di dunia malam selalu disebut lonte,individual
@borneomandau @maspiyuaja tolol lu bong,individual
@machbeach @chusnulch @kpkri emang tolol kau lahan kehutanan itu sdh dikuasai sblm obral ijin thn itu dikeluarkan menhut nya @sbyudhoyono makanya kamu itu jgn kebanyakan nenggak urine onta krn si abu sinting @abuwaras pun tak tau uang yg digondol katanya t itu cash atau cm perkiraan kadrun tolol,individual
game jepang tolol bukan game barat beda kultur,group
ngewe tpi ga masuk karena punyaku kegedean,group
alisha lonte eyang tua bangka mau tanah mending diem aja deh lo,individual
@adesury wkkwkwkwk ustadzah oki lonte,individual
waktunya depak seventeen sekarang juga,group
@leembuj @juhrisyamsudin @faizaljamalna @adindaasmara blg sama cebng gblok itu gak usah sok pinter kalau tolol kek lu hahahahaaa klian bkan menegakkan kebenaran tp tenggelam dalam kebohongan dan penipuan,individual
hahahaha buzzer tolol gbs komen yeuuu,individual
@alpianliebe @fesss dih siapa jg yg mau diewe tolol perjaka ato engga jg gada yg tau gue jg nyindir cowo yg sering ngewe sana sini tp maunya dapet perawan kok lu ngerasa ya sorry,individual
@fesss perempuan lagi wakakakaka lagian cowo klo mudanya hobi ngewe sono sini tp ngarepin dapet perawan karena prinsipq adlh senakalnakalnya aq aq ingin beristri dgn wanita yg sholehah mending otaknya diganti pake otak kuda,individual
@butterflyens padahal dia tau loh kalau gua gak seneng banget dikatain lonte kaya gitu mau candaan pun gak masuk sama gua banget,individual
@butterflyens cewe tetangga gua dr kecil mungkin dia ngiranya gua ga baper kali ya karena kenal udh lama tp gua g bisa njir gua sakit hati soal kata lonte tuh entah kenapa ga bisa masuk aja candaannya ke gua padahal udh saling kenal lama gua udh pernah blg juga gua kurang suka sama kata itu,individual
kalau ngatain cabecabean atau malu bawa aku yg terbuka g usah kata lonte pang yang dipake ada kata lebih baik dr itu kok gua marah karena kebenerannya gua enggak ngelonte bangkek gua emang suka terbuka sih pkaiannya tp gua gak ngelonte ga enak jir dikatain kaya gt,individual
punya temen bercandanya suka ngatain lonte seksi dikit lonte terbuka dikit lonte apalagi yang bener bener terbuka apa ga dikatainnya lonte abis,individual
@sd i see kadang emang ada aja orang yg mikir karna udah deket jadi santai bgt bilang ini itu buat dia mungkin becandaan tpi asli sih klo udah bawa kata lonte ga banget,individual
@firman @detikcom komentar goblok pertama lo ngomong tanpa data alias bisa jadi fitnah kedua ini berita soal larangan lgbt tapi lo malah bahas soal gamis emang cuma islam doang yg ngelarang lgbt lo bertuhan gak sih,individual
kita ribut aja gimana,individual
@keepithinkcrab @ekokuntadhi somad itu licik drun ngemeng uang donasinya kemana goblok,individual
@keepithinkcrab @ekokuntadhi yg jelas akadnya bukan buat mabok dan kawin lagi drun uang wakaf yg buat biaya teroris akadnya gimana juga goblok,individual
@mperoeck @brahma @gunromli rijieq sok alim padahal chat mesum sama lonte kalian mingkem anies kelebihan bayar kalian mingkem act uang umat di pakai foya mabok dan kawin lagi juga kalian mingkem dasar kadron otak gak waras,group
@jindanjunaidi @keepithinkcrab @ekokuntadhi kalau gak bakalan ketipu sama manusia sampah macam somad kasihan aja org goblok yg masih percaya congor monyongnya somad dari koperasi syariaaaaaahhhhh sampai donasi kapal selam menipu aja mereka,group
@debusbanten @rachmad @keepithinkcrab @ekokuntadhi somad menggalang dana buat beli kapal selam ternyata setelah terkumpul duitnya buat beli lonte drun,individual
orang goblok emang ga lihat platform tapi entah kenapa netizen ig gobloknya di luar nalar,group
@mschavez said laki yg ngewe sana sini,individual
@hanisndwi berkeringat hbis ngewe ya,individual
@fessss bener cinta gak harus memiliki tapi kalo udah ngewe ya matamu su goblok,individual
@txtdarisisange akal akalan sapa itu kalo bilang hi langsung diajak ngewe,individual
@doharlendh @tatakujiyati bpn jaksel di bawah siapa anak di bawah gubernur salah yang benar di bawah kementerian atr bpn goblok kayak lu gini kok ada yg mempekerjakan jd buzzerp rugi disuruh nyerang anies malah nyerang jokowi awas lho bentar lagi lu dipecat saking tololnya wkwkwk,individual
@rizieqiblis @ekowboy @restycayah @machbeach @sutanmangarahrp elu pemakan taik komunis cina yg rugikan negara bukan arab tapi cina tolol kau kerja tukang cebong pantat cina,individual
@myputun lonte lebih di hormati para bedebah,group
kemaren baca pas dia kabur ngajakin selingkuhan juga tapi selingkuhannya gak mau ya iyalah coy lonte lu ya cinta duit doang bukan cinta lu dasar tolol,individual
@askrlfess mles ngasi opini yang otaknya lonte,individual
pepet terus mba aku suka gayamu yang polos berjiwa lonte,individual
@simbokdharmi emg lius cina mboklius itu kafeer mbok mknya tolol,individual
@seentjong @peka kadrunkalau ngga begotolol,group
@alextham kadrun kalau ngga tolol bego,individual
@tonyfat kadrun tolol coba blik ke twit cebong saat itu bermediasosial kog parah gitu si masiku kpan act kpn mikir,individual
@justsaydanke @johnnz @idextratime ya orang goblok mah harus diserang lah,individual
@mohammadyusron @barcabandidos decul kontol tolol gblg anjing club miskin,group
@gagasjanggan @arakjowoo @fanadinatadi @idextratime @lauriewhitwell hadehhh fans munyuk tolol club lo tuh urusin club problematik,group
@onirasyad @cintada ente ini tau tujuan isis itu gak msak mau bikin negara demokrasi ya oasti kilap ahh lah goblok lu drun drunnn,individual
@bachrumachmadi eh kadrun dungu goblok jangan dipamerin napa,individual
ardhito goblok wkwkw pentilnya kempes anyinggg,individual
umbar aib nya biar malu,individual
@higgsdominoid biadab kau anjing sistem penipu game china anjing ini maein dou fou cay isi scater bet mex dapat bajingan laknat kau admin higgss domino anjing,group
@adeniaclara @chikychic @askrlfess btw waktu ngewe dia gak trauma ya kok pas lahiran baru traumanya,individual
@attararya segenap rakyat indonesia mengucapkan pemerintah tolol,group
@celengco @sngtawwww biasa teu kontrol teddy bajingan,individual
@giginpraginanto kadrun betul tololmna ada bank kasih bunga untuk peminjam per thn coba kau tunjuk aja drun,individual
@vivacoid kalo opposite ternyata lonte gimana bebas cuma nanya doang,individual
@verraagustian haaa gak kebalik apa kan syarat kadrun harus goblok seluruh dunia tahu itu mabok kayaknya dia,individual
@myaminnasution @pidaras @yusufdumdum kadrun emang tolol kalau gak tolol bukan kadrun cuukk hati hati kau bicara jangan sampai ente di jemput yg ujung nya mewek minta materai,individual
@svmmerhill kamu kan lonte bukan gendut,individual
@tvonenews susah mau dicekal kalo tuh lonte sudah nyekel selang para petinggi,group
@askrlfess ngaca lonte tau diri aja sedikitmah,individual
kenapa bts yang disuruh pindah mending hybe bubarin idol lu semua yg gak menguntungkan itu masa tuan rumah yg disuruh pindah lawak nih kpoopies goblok,group
cowok sangean yang bisa bantu gua puasin lonte digrup chatseks,individual
mau nangis gue pernah ngalamin saat baju gue tertutup bayangin pake hoodie tudungan trs celana olahraga gombrong bener yang gk keliatan kulit bener gue lagi kucel dekil dan dilecehin yg namanya setan ya setan aja bangsat gausah ada pembenaran buat otak kontol lo goblok,individual
@pffft @aerikimoon @universeal contoh fans idol yg kagak tau diri pledis suruh independen aja udah bisa kagak woi nuest kagak perpanjang kontrak bukan dipaksa bubar duh ni kpopies klo tolol kebangetan,group
@vitaavp @pksejahtera anjir yg disahkan sll soal ngewe mulu partai asu mmg,group
@sabiwir @tsamaradki orang goblok sok tau politik ya giniadanya cuman jadi buzzer atau jadi orang goblok yg gampang di giring opini nya kalau lu piter kritisi semua pejabat gak usah ke kotak kotak selama kebijakanya gak bener,individual
@sabiwir @tsamaradki beda pendapat dikit dibilang kadrun itu mah emang lu nya aja tolol gak mau nerima perbedaan pendapat hidup tidak se bgst itu kawan,individual
@ajengcute @ibnusholh ini kalo proyeknya anies baswedan jelas sudah di gelandang kpk nih halo lonte @dennysiregar @psiid @pdiperjuangan,group
@snwb @divhumaspolri @ccicpolri @pdiperjuangan memang ustadz lahir tahun berapa bisanya bicara hoax pengikutnya juga goblok,group
@tvonenews lonte eeeeee ku terimaaaa kasihhh atas kehebatannnn mu goyangaaaann mu,individual
@myputun yg wajib lapor polisinya bukan si lonte baru ada di dunia apem kebal hukum memalukan,individual
@mengcapekesotz @convomfs bener smpe skrg pun si pelaku gk minta maap ke aku loh malah makin ngelunjak klo ktmu dijalan dibilang eh anak lonte dah lama gk jumpa ya skrg lu udh beda ya g kyk dlu gtu,individual
@jaechyuun lonta lonte lonta lonte kan biel kaga ngangkang depan bapak lu nder,individual
@ekokuntadhi buzer budukno yzng rakyat uang nkri di bawa cina ko ga komenko diamtololbang roy itu tdk merugikan negaratp negara yg over dosis paham ente,individual
@rayx itumah bukan ngopi goblokk ngewe dangg,individual
hadehh fans nya gflop nih bukannya sibuk fokus ma faves nya lg solo malah caper mulu nyari ribut padahal yg mereka omongin goblok semua kek kmren si aria aria gak jelas itu terus ini yuju wkwkwk pas bgt slalu nyari ribut gak heran gfriend nge flop,group
@jilpem jorok amat itu cd sampe item begitu kebanyakan ngewe sih habis ngewe langsung di pake lagi cd nya,individual
@muhadjirm @aljendra @dwioktariyadi @johnhendrik itulah tolol nya mujahid cyber gak ketulungan,group
@fesss eh tolol kalo cewe kehilangan perawan kan yg nganuin cowo juga njng berarti ya si cowo jg rawan selingkuh lah ppek,individual
@tvonenews wkwkwkwk gaada harganya pak pol di mata lonte,individual
@deanj @yudhasaboe @idextratime @regash @romainmolina susah ya debat sama wibu tolol,individual
@lunerpw sakit hati dipikirnya pacaran buat ngewe doang apa kalo emang nggak bisa ya bilang diskusiin kalo dia sayang kamu pasti dia terima kamu apa adanya dengan nyuruh dia buat cari partner sama aja kamu gak percaya dia dan malah ngundang orang ketiga masuk,individual
@myaminnasution @officialmkri kalian hakimbajingan @officialmkri terkutuklah kalian dan anaka cucu kalian,group
@txtdrberseragam ciri khas wanita pengemis lebih mahalan lonte yang ada di michat dari pada dia,individual
laporin ke polisi biar langsung di proses hukum si bapaknya karena ada bukti,individual
kalo ada orang kena revenge porn itu bantu take down foto atau videonya bukannya malah minta share link goblok,individual
